ID;ORDERID;ITEMID;AMOUNT;UNITPRICE;LINETOTAL
409774;74648;10719;7;55.537;388.760
409775;74648;4414;3;12.561;37.683
409776;74649;13356;8;59.372;474.973
409777;74649;4833;9;11.184;100.653
409778;74649;18251;7;100.671;704.700
409779;74649;23149;7;29.123;203.860
409780;74649;15184;5;37.225;186.127
409781;74649;19100;8;25.981;207.845
409782;74649;9792;5;402.763;2.013.813
409783;74649;3418;3;34.787;104.360
409784;74650;16783;7;80.214;561.499
409785;74650;16026;5;20.280;101.399
409786;74650;20727;2;106.714;213.428
409787;74650;20558;3;24.424;73.272
409788;74651;4999;4;274.917;1.099.670
409789;74651;11030;9;101.471;913.235
409790;74652;19839;8;33.562;268.498
409791;74652;7798;9;48.370;435.331
409792;74653;17138;4;147.760;591.039
409793;74653;18925;9;102.077;918.696
409794;74653;5226;2;110.493;220.986
409795;74654;7173;1;126.706;126.706
409796;74654;15691;5;90.211;451.057
409797;74654;10912;1;119.547;119.547
409798;74654;16547;6;110.893;665.358
409799;74654;23012;9;69.448;625.030
409800;74655;4262;1;106.079;106.079
409801;74655;837;3;162.688;488.064
409802;74655;3244;4;35.036;140.146
409803;74656;21480;6;153.787;922.724
409804;74656;9044;1;11.420;11.420
409805;74657;8183;10;34.580;345.799
409806;74657;24029;10;326.915;3.269.148
409807;74657;11773;8;52.541;420.328
409808;74657;4535;1;77.086;77.086
409809;74657;4286;3;11.696;35.088
409810;74657;21794;8;267.547;2.140.375
409811;74658;10502;7;24.106;168.739
409812;74658;3898;9;24.850;223.646
409813;74658;12568;4;151.593;606.371
409814;74658;19453;3;174.373;523.118
409815;74658;24206;3;52.575;157.725
409816;74659;1981;2;44.547;89.094
409817;74659;10952;4;136.362;545.447
409818;74659;7832;4;143.228;572.914
409819;74659;5973;1;92.862;92.862
409820;74659;7022;8;227.312;1.818.493
409821;74659;21490;8;124.517;996.137
409822;74660;22424;10;38.608;386.081
409823;74661;14986;3;153.067;459.202
409824;74661;4119;1;46.693;46.693
409825;74661;145;3;237.999;713.997
409826;74662;3210;2;50.674;101.348
409827;74662;22117;2;64.113;128.226
409828;74662;23513;6;120.202;721.214
409829;74663;4182;5;73.228;366.141
409830;74663;8873;9;0.4550;40.949
409831;74663;16219;7;429.243;3.004.700
409832;74664;1023;10;33.278;332.775
409833;74664;23686;10;36.053;360.534
409834;74664;13110;2;151.675;303.351
409835;74664;4864;1;13.010;13.010
409836;74664;262;10;371.068;3.710.679
409837;74664;20255;1;664.232;664.232
409838;74664;15780;5;82.310;411.548
409839;74664;3945;2;63.441;126.883
409840;74665;21017;4;0.3484;13.936
409841;74665;17158;2;172.106;344.212
409842;74665;11218;8;220.824;1.766.591
409843;74665;2789;5;54.157;270.787
409844;74665;10424;1;110.725;110.725
409845;74666;5428;9;36.463;328.170
409846;74666;10674;7;628.452;4.399.165
409847;74666;3373;6;35.568;213.406
409848;74666;6946;7;18.621;130.346
409849;74666;24615;1;41.366;41.366
409850;74666;15382;8;17.311;138.486
409851;74666;24940;8;451.784;3.614.275
409852;74666;23117;3;12.255;36.764
409853;74667;6948;3;137.349;412.047
409854;74667;18417;7;31.773;222.410
409855;74668;3393;9;42.354;381.189
409856;74668;734;10;426.213;4.262.129
409857;74669;674;6;250.469;1.502.817
409858;74669;20712;1;12.188;12.188
409859;74670;24743;9;56.497;508.473
409860;74670;7278;4;96.503;386.011
409861;74670;11202;7;19.857;138.999
409862;74670;8636;8;176.913;1.415.306
409863;74671;16429;2;615.188;1.230.376
409864;74671;2548;2;30.622;61.244
409865;74671;7276;4;37.064;148.255
409866;74671;22668;1;226.344;226.344
409867;74671;2191;2;0.7978;15.957
409868;74672;18373;7;59.148;414.033
409869;74672;16363;2;22.440;44.881
409870;74672;21194;5;59.776;298.879
409871;74672;15180;7;78.961;552.730
409872;74672;13697;8;87.081;696.648
409873;74672;16489;2;46.000;92.001
409874;74672;11209;7;67.558;472.909
409875;74672;4177;6;36.446;218.679
409876;74673;2770;9;375.208;3.376.868
409877;74673;8224;1;47.632;47.632
409878;74673;11415;6;44.306;265.838
409879;74674;394;3;200.586;601.757
409880;74674;10512;5;119.312;596.558
409881;74674;14773;5;69.259;346.293
409882;74674;8325;4;80.164;320.654
409883;74674;18070;3;10.578;31.735
409884;74674;1973;4;26.143;104.570
409885;74674;1806;7;179.444;1.256.107
409886;74674;18703;1;401.900;401.900
409887;74675;11615;1;298.015;298.015
409888;74675;3475;9;62.270;560.427
409889;74675;22695;10;66.560;665.598
409890;74675;3825;6;176.957;1.061.745
409891;74676;12385;9;83.028;747.253
409892;74676;21714;1;49.815;49.815
409893;74676;4329;7;53.108;371.754
409894;74676;20702;9;34.255;308.298
409895;74676;6413;2;136.160;272.320
409896;74677;7705;3;155.176;465.527
409897;74677;1716;7;50.281;351.966
409898;74677;2855;4;27.938;111.750
409899;74677;10383;1;99.033;99.033
409900;74678;12461;8;0.4214;33.715
409901;74678;17291;5;41.115;205.575
409902;74678;18445;2;19.168;38.337
409903;74678;17971;1;153.380;153.380
409904;74678;9119;3;182.617;547.851
409905;74678;2708;4;74.166;296.666
409906;74678;23545;1;13.125;13.125
409907;74678;7614;4;14.823;59.291
409908;74679;11514;5;207.185;1.035.925
409909;74679;2203;1;91.924;91.924
409910;74679;15902;7;213.532;1.494.722
409911;74679;5701;3;154.233;462.700
409912;74679;11705;2;399.977;799.954
409913;74679;19327;10;356.935;3.569.345
409914;74680;5258;9;337.803;3.040.228
409915;74680;15820;7;115.556;808.895
409916;74681;16471;5;86.745;433.726
409917;74682;2631;3;91.401;274.202
409918;74682;5323;9;176.118;1.585.060
409919;74682;16219;4;368.794;1.475.176
409920;74682;3011;7;16.160;113.118
409921;74682;12778;10;423.671;4.236.706
409922;74682;19314;8;179.580;1.436.637
409923;74682;304;5;14.667;73.336
409924;74682;12774;9;886.615;7.979.531
409925;74683;22562;7;63.713;445.988
409926;74683;4542;2;70.262;140.524
409927;74683;16687;6;172.210;1.033.262
409928;74683;16899;4;111.496;445.985
409929;74683;2877;5;60.967;304.836
409930;74683;13589;3;53.304;159.911
409931;74684;8582;2;61.276;122.553
409932;74684;3139;2;326.238;652.475
409933;74684;18634;7;111.016;777.112
409934;74684;19478;9;149.510;1.345.593
409935;74684;22995;6;76.943;461.661
409936;74684;20731;2;138.067;276.135
409937;74685;1335;3;93.944;281.831
409938;74685;20259;1;262.490;262.490
409939;74685;20683;8;605.031;4.840.251
409940;74685;12094;8;274.428;2.195.426
409941;74685;8922;3;51.244;153.731
409942;74685;2969;10;14.688;146.876
409943;74685;16794;9;71.427;642.844
409944;74686;1317;10;26.409;264.094
409945;74687;16056;8;16.550;132.398
409946;74687;17959;5;304.696;1.523.479
409947;74687;20557;2;214.035;428.071
409948;74687;12742;10;262.794;2.627.938
409949;74687;13569;4;10.585;42.341
409950;74687;22725;10;66.948;669.483
409951;74687;24046;3;103.273;309.820
409952;74687;7154;7;568.193;3.977.354
409953;74688;12259;3;0.9104;27.313
409954;74688;15463;8;61.210;489.679
409955;74688;391;4;28.971;115.882
409956;74688;15470;2;128.582;257.165
409957;74688;24905;2;66.402;132.805
409958;74688;7736;9;94.716;852.443
409959;74689;2213;3;224.521;673.562
409960;74689;12428;7;63.222;442.557
409961;74689;4882;3;94.464;283.393
409962;74689;16643;1;73.470;73.470
409963;74689;18435;5;39.505;197.525
409964;74689;5596;8;616.592;4.932.732
409965;74690;23480;10;21.502;215.017
409966;74690;19658;4;23.384;93.537
409967;74690;16229;10;82.545;825.445
409968;74690;18229;2;49.011;98.022
409969;74690;3383;2;0.3089;0.6179
409970;74690;9269;5;614.792;3.073.958
409971;74691;18137;2;0.4986;0.9971
409972;74691;6870;10;12.844;128.443
409973;74691;14586;7;205.316;1.437.210
409974;74692;16307;4;144.913;579.651
409975;74692;21305;1;104.723;104.723
409976;74692;20145;1;66.552;66.552
409977;74692;13610;5;145.482;727.412
409978;74693;13246;2;85.558;171.116
409979;74693;9396;2;106.181;212.362
409980;74693;24721;10;44.815;448.151
409981;74693;5285;4;448.182;1.792.728
409982;74693;23233;8;45.125;361.002
409983;74693;22808;7;81.054;567.376
409984;74693;20507;5;50.725;253.624
409985;74693;8790;1;424.078;424.078
409986;74694;14071;5;88.687;443.437
409987;74694;7964;5;82.235;411.177
409988;74694;9081;3;120.312;360.937
409989;74694;9002;3;23.311;69.932
409990;74694;9002;3;23.311;69.932
409991;74694;3100;10;35.777;357.771
409992;74694;9332;7;14.815;103.708
409993;74695;19047;6;67.730;406.381
409994;74695;2661;8;33.272;266.172
409995;74695;14138;3;383.536;1.150.609
409996;74695;1412;7;112.129;784.904
409997;74695;18941;10;17.238;172.375
409998;74695;18819;7;0.9620;67.343
409999;74696;10088;2;37.249;74.497
410000;74696;12405;8;720.979;5.767.833
410001;74696;18377;2;41.465;82.929
410002;74696;19209;7;17.192;120.344
410003;74696;19622;4;13.930;55.718
410004;74696;18510;8;66.429;531.435
410005;74697;1373;5;73.965;369.827
410006;74697;1652;9;180.565;1.625.086
410007;74697;3991;4;23.934;95.736
410008;74698;501;3;51.480;154.441
410009;74699;11361;8;64.774;518.194
410010;74699;9457;4;88.927;355.709
410011;74699;9122;5;79.009;395.046
410012;74699;19357;4;157.248;628.994
410013;74699;15571;3;60.327;180.981
410014;74699;22919;3;54.076;162.228
410015;74700;15086;7;25.875;181.128
410016;74700;17679;5;57.649;288.247
410017;74700;24358;10;248.737;2.487.373
410018;74700;10134;6;26.871;161.227
410019;74701;23269;5;73.228;366.138
410020;74702;17022;9;292.245;2.630.206
410021;74702;11704;8;105.735;845.884
410022;74702;20982;3;148.313;444.939
410023;74702;19729;2;184.585;369.170
410024;74702;19282;6;746.854;4.481.122
410025;74702;8101;3;128.149;384.446
410026;74702;7987;5;256.492;1.282.459
410027;74703;20041;8;59.099;472.794
410028;74703;1709;8;72.044;576.351
410029;74703;21283;6;29.917;179.499
410030;74703;8012;1;35.039;35.039
410031;74703;18969;3;46.214;138.642
410032;74703;708;3;303.830;911.490
410033;74703;14967;10;301.466;3.014.659
410034;74703;4095;4;196.259;785.037
410035;74704;19816;1;29.291;29.291
410036;74704;17973;6;162.277;973.663
410037;74704;19664;4;141.190;564.761
410038;74704;14347;4;154.738;618.952
410039;74705;14203;1;45.537;45.537
410040;74705;20723;9;61.657;554.911
410041;74706;21372;1;217.231;217.231
410042;74706;17861;8;104.767;838.134
410043;74706;2144;9;17.005;153.048
410044;74707;17789;10;102.078;1.020.784
410045;74707;1558;1;22.249;22.249
410046;74707;4032;6;25.207;151.243
410047;74707;21222;2;453.639;907.279
410048;74708;21846;10;45.339;453.394
410049;74708;8536;7;21.261;148.830
410050;74709;6505;10;270.688;2.706.880
410051;74709;12566;9;41.830;376.468
410052;74709;6797;5;63.799;318.997
410053;74709;2822;6;138.293;829.759
410054;74709;21800;10;153.163;1.531.627
410055;74709;12796;4;103.902;415.609
410056;74709;1339;3;231.433;694.300
410057;74710;14802;9;154.420;1.389.780
410058;74710;9030;3;288.492;865.476
410059;74710;11877;7;50.255;351.784
410060;74710;12402;6;104.338;626.026
410061;74711;1204;6;135.917;815.504
410062;74711;17366;4;210.467;841.868
410063;74711;13397;7;57.574;403.017
410064;74711;23653;8;59.785;478.283
410065;74711;6688;10;0.6804;68.039
410066;74713;22677;8;93.420;747.360
410067;74712;9916;8;124.361;994.888
410068;74711;13195;7;0.8667;60.668
410069;74711;8480;5;182.432;912.158
410070;74711;6041;4;0.9897;39.588
410071;74714;49;7;601.528;4.210.693
410072;74715;16338;1;0.7541;0.7541
410073;74714;14382;10;222.006;2.220.059
410074;74715;24926;7;0.9465;66.252
410075;74716;4809;2;220.870;441.740
410076;74715;17234;7;45.984;321.889
410077;74716;12745;5;22.213;111.064
410078;74715;13299;9;0.9898;89.083
410079;74716;21535;1;974.531;974.531
410080;74716;17112;8;89.895;719.158
410081;74715;13361;4;23.819;95.277
410082;74715;21729;9;14.168;127.516
410083;74716;11249;3;24.033;72.098
410084;74716;351;7;365.681;2.559.770
410085;74717;6463;3;27.793;83.379
410086;74717;21811;4;130.840;523.359
410087;74717;1506;9;12.993;116.941
410088;74717;9850;7;103.184;722.286
410089;74718;4415;6;82.354;494.124
410090;74718;744;2;447.649;895.299
410091;74717;4546;8;119.254;954.033
410092;74717;24573;8;42.305;338.438
410093;74718;6422;3;106.515;319.544
410094;74718;8884;2;146.284;292.567
410095;74717;20189;6;0.6295;37.770
410096;74717;4071;5;73.548;367.741
410097;74719;19189;10;31.325;313.251
410098;74720;24742;4;53.934;215.736
410099;74720;3128;8;133.930;1.071.439
410100;74720;19708;7;869.046;6.083.322
410101;74720;9282;9;351.580;3.164.222
410102;74720;9060;1;39.134;39.134
410103;74720;7518;9;49.634;446.703
410104;74721;10324;4;16.580;66.319
410105;74721;6607;6;40.860;245.162
410106;74721;5705;10;13.211;132.108
410107;74721;3500;5;180.287;901.437
410108;74721;23251;1;10.943;10.943
410109;74721;7186;2;150.011;300.023
410110;74721;4088;10;48.126;481.259
410111;74721;19568;5;62.273;311.367
410112;74722;15551;10;122.240;1.222.401
410113;74722;14942;10;450.749;4.507.489
410114;74722;1798;6;76.447;458.684
410115;74723;12886;7;70.042;490.293
410116;74723;14939;10;299.915;2.999.152
410117;74723;17784;2;49.739;99.479
410118;74723;13189;4;54.881;219.522
410119;74723;10630;4;84.961;339.843
410120;74723;4174;3;40.984;122.951
410121;74723;16513;2;165.936;331.872
410122;74723;16271;6;26.998;161.985
410123;74724;563;2;10.112;20.224
410124;74724;20003;1;17.846;17.846
410125;74724;15778;1;30.319;30.319
410126;74724;17857;3;51.264;153.791
410127;74724;8314;1;266.679;266.679
410128;74724;11674;10;10.749;107.488
410129;74724;24414;7;40.875;286.123
410130;74724;24414;7;40.875;286.123
410131;74725;3597;6;347.895;2.087.370
410132;74725;6472;1;121.144;121.144
410133;74725;19700;4;10.234;40.937
410134;74725;21192;6;393.879;2.363.272
410135;74725;22260;6;25.064;150.382
410136;74726;1279;9;78.944;710.497
410137;74726;24293;4;142.500;569.999
410138;74726;3128;3;125.908;377.723
410139;74726;4124;6;262.720;1.576.319
410140;74726;2215;8;29.512;236.099
410141;74726;24321;3;100.425;301.275
410142;74727;21900;9;22.088;198.794
410143;74728;20044;9;170.107;1.530.961
410144;74729;7937;10;0.4266;42.655
410145;74729;9048;3;189.780;569.341
410146;74729;3273;3;63.625;190.876
410147;74730;22238;8;29.639;237.110
410148;74730;5442;3;530.111;1.590.333
410149;74730;9647;8;388.254;3.106.036
410150;74730;22605;8;196.685;1.573.482
410151;74731;4974;3;11.704;35.113
410152;74731;13007;2;94.059;188.118
410153;74731;21346;6;13.402;80.410
410154;74731;22536;10;117.891;1.178.908
410155;74732;3752;10;128.364;1.283.643
410156;74731;22306;5;25.584;127.920
410157;74732;6559;8;179.223;1.433.784
410158;74731;7115;1;236.695;236.695
410159;74732;23392;1;11.144;11.144
410160;74732;8364;5;150.998;754.990
410161;74732;22773;6;185.289;1.111.731
410162;74732;20472;3;60.434;181.302
410163;74732;1194;4;32.207;128.828
410164;74732;4139;5;351.466;1.757.332
410165;74733;1413;5;71.213;356.064
410166;74733;7575;5;67.796;338.980
410167;74733;24488;2;34.330;68.659
410168;74733;19550;7;114.969;804.783
410169;74733;13372;1;35.251;35.251
410170;74733;24449;6;75.020;450.123
410171;74733;10443;9;50.547;454.921
410172;74734;19566;5;0.8204;41.019
410173;74734;1141;5;0.7965;39.826
410174;74734;4057;9;81.531;733.778
410175;74734;14315;5;28.168;140.842
410176;74734;20982;1;142.016;142.016
410177;74735;11885;7;1.006.875;7.048.124
410178;74735;5103;9;164.907;1.484.167
410179;74735;5093;7;223.815;1.566.704
410180;74735;1731;1;37.563;37.563
410181;74735;7676;7;272.274;1.905.917
410182;74735;21463;8;25.171;201.372
410183;74736;13592;3;14.759;44.276
410184;74736;18358;7;24.386;170.704
410185;74736;18006;3;123.000;369.000
410186;74736;1405;10;16.464;164.644
410187;74736;6568;2;31.466;62.931
410188;74737;3730;5;93.270;466.350
410189;74737;15088;8;109.651;877.210
410190;74738;5231;2;239.900;479.799
410191;74738;19993;5;890.915;4.454.576
410192;74738;7803;1;359.917;359.917
410193;74738;15601;10;13.509;135.091
410194;74738;4705;9;222.067;1.998.607
410195;74739;23579;4;66.436;265.745
410196;74739;4581;9;1.201.336;10.812.025
410197;74739;23728;10;85.707;857.066
410198;74739;21339;4;101.292;405.166
410199;74740;5985;6;277.327;1.663.963
410200;74741;2892;1;17.025;17.025
410201;74741;12695;7;25.714;179.998
410202;74741;51;3;158.444;475.333
410203;74741;24563;8;150.208;1.201.664
410204;74741;8234;7;70.813;495.693
410205;74742;19977;8;92.319;738.551
410206;74742;7269;8;269.149;2.153.189
410207;74742;24443;1;76.368;76.368
410208;74743;2801;4;147.547;590.186
410209;74743;3828;7;79.115;553.806
410210;74743;14958;10;142.462;1.424.618
410211;74744;8739;6;59.570;357.418
410212;74744;12505;10;86.355;863.549
410213;74744;21088;5;256.517;1.282.585
410214;74744;16488;5;59.299;296.496
410215;74744;3376;3;33.094;99.283
410216;74744;18032;7;13.829;96.800
410217;74744;22525;5;52.744;263.720
410218;74745;16493;4;115.645;462.581
410219;74746;18669;1;64.949;64.949
410220;74747;2683;4;86.841;347.366
410221;74747;15667;2;111.790;223.581
410222;74747;10660;10;140.445;1.404.451
410223;74747;24765;7;39.638;277.464
410224;74747;1304;3;96.410;289.231
410225;74748;20677;2;347.859;695.718
410226;74748;301;8;360.201;2.881.606
410227;74748;20816;9;91.500;823.500
410228;74749;6782;9;48.044;432.399
410229;74749;14153;8;0.9614;76.916
410230;74749;15409;2;93.474;186.949
410231;74749;21263;6;12.298;73.786
410232;74749;18023;10;25.808;258.076
410233;74749;18791;6;359.496;2.156.977
410234;74750;4249;5;244.299;1.221.493
410235;74750;17606;9;85.736;771.625
410236;74750;13014;2;136.291;272.581
410237;74750;11108;9;210.723;1.896.506
410238;74751;4105;9;40.197;361.773
410239;74751;2728;3;133.837;401.512
410240;74751;20641;1;73.028;73.028
410241;74751;7697;3;14.673;44.019
410242;74751;19599;4;50.441;201.765
410243;74751;14059;10;77.085;770.853
410244;74752;7005;1;196.128;196.128
410245;74752;5144;6;263.228;1.579.366
410246;74752;6021;3;278.451;835.352
410247;74752;4254;9;62.627;563.646
410248;74752;8561;2;62.149;124.299
410249;74753;5275;2;145.086;290.172
410250;74753;17444;10;67.158;671.583
410251;74753;19459;8;196.972;1.575.775
410252;74753;19528;9;86.444;777.993
410253;74753;20511;3;83.408;250.223
410254;74754;1779;5;16.269;81.343
410255;74754;18149;8;19.581;156.651
410256;74754;7439;4;85.951;343.802
410257;74754;10666;2;128.377;256.754
410258;74755;18455;9;22.894;206.046
410259;74755;14501;3;219.046;657.137
410260;74755;22313;8;0.2825;22.604
410261;74755;20411;1;28.095;28.095
410262;74755;151;7;24.622;172.352
410263;74755;22266;5;40.898;204.488
410264;74755;12654;3;0.7389;22.167
410265;74755;20295;4;23.956;95.823
410266;74756;1108;5;150.555;752.777
410267;74756;12147;3;72.891;218.674
410268;74756;12264;5;124.513;622.566
410269;74757;24400;4;345.540;1.382.159
410270;74757;19225;10;21.879;218.791
410271;74757;7606;3;171.692;515.076
410272;74757;21920;9;38.722;348.494
410273;74757;2961;9;292.374;2.631.365
410274;74757;12059;5;161.636;808.179
410275;74757;1113;4;238.617;954.470
410276;74758;10396;9;21.711;195.402
410277;74758;5871;8;190.934;1.527.475
410278;74758;4277;3;15.921;47.764
410279;74758;13634;7;0.3514;24.596
410280;74758;18311;6;44.467;266.801
410281;74758;23924;10;131.309;1.313.091
410282;74758;13138;1;24.597;24.597
410283;74759;8061;4;57.711;230.846
410284;74759;1627;1;70.891;70.891
410285;74759;15163;4;89.978;359.911
410286;74759;17761;2;16.494;32.989
410287;74760;20268;9;48.139;433.252
410288;74760;7512;10;33.173;331.730
410289;74760;952;2;418.808;837.616
410290;74761;19828;1;52.414;52.414
410291;74761;8245;7;143.566;1.004.961
410292;74761;6827;8;32.797;262.378
410293;74761;16274;2;57.551;115.102
410294;74761;8922;7;54.409;380.866
410295;74762;15799;4;68.813;275.250
410296;74762;14963;1;13.489;13.489
410297;74762;17400;2;89.092;178.183
410298;74762;9135;3;150.342;451.026
410299;74763;7937;6;0.4138;24.830
410300;74764;20804;7;77.655;543.586
410301;74764;18149;7;20.032;140.227
410302;74764;4906;8;460.732;3.685.857
410303;74764;13163;6;154.633;927.799
410304;74764;23980;1;100.352;100.352
410305;74764;440;4;1.167.602;4.670.408
410306;74765;2608;2;134.441;268.883
410307;74765;22076;4;93.716;374.862
410308;74766;712;10;228.907;2.289.065
410309;74766;2017;10;118.220;1.182.196
410310;74766;17986;3;50.347;151.042
410311;74766;13112;5;95.429;477.147
410312;74766;24164;10;514.099;5.140.991
410313;74768;11096;7;34.245;239.715
410314;74768;336;9;221.558;1.994.019
410315;74768;20853;1;457.349;457.349
410316;74768;5284;6;17.545;105.272
410317;74768;2316;6;51.956;311.734
410318;74768;5814;7;27.581;193.070
410319;74767;16248;4;211.353;845.411
410320;74767;15553;6;46.695;280.167
410321;74767;22066;3;12.265;36.796
410322;74767;22066;3;12.265;36.796
410323;74767;20394;6;229.579;1.377.476
410324;74769;22167;4;374.461;1.497.845
410325;74767;14576;4;23.751;95.004
410326;74769;1645;8;325.636;2.605.088
410327;74770;16334;7;0.4716;33.012
410328;74769;8353;8;84.360;674.881
410329;74767;5944;5;191.166;955.832
410330;74770;6630;6;599.006;3.594.038
410331;74767;24728;2;85.804;171.608
410332;74770;19587;5;12.359;61.793
410333;74770;19142;9;195.485;1.759.368
410334;74770;3724;9;15.562;140.058
410335;74770;19172;10;47.584;475.841
410336;74770;24688;4;85.465;341.861
410337;74771;1093;10;208.395;2.083.946
410338;74772;14071;8;99.886;799.090
410339;74772;9303;6;269.183;1.615.099
410340;74773;16480;3;32.062;96.187
410341;74773;6437;4;67.595;270.380
410342;74772;11431;9;22.451;202.058
410343;74773;9820;4;76.114;304.458
410344;74773;1770;8;12.549;100.393
410345;74773;312;3;12.546;37.638
410346;74774;21679;1;28.972;28.972
410347;74774;9171;4;44.048;176.193
410348;74774;22208;10;112.397;1.123.966
410349;74775;23258;1;23.046;23.046
410350;74775;21259;10;0.3306;33.059
410351;74775;5245;4;25.771;103.082
410352;74775;4176;4;55.434;221.736
410353;74775;8235;7;56.371;394.596
410354;74775;4807;9;181.085;1.629.766
410355;74776;10050;7;159.406;1.115.841
410356;74776;16891;9;22.723;204.508
410357;74775;17324;1;0.7230;0.7230
410358;74776;16230;8;123.897;991.172
410359;74776;5962;5;135.150;675.748
410360;74776;14849;1;0.9921;0.9921
410361;74777;18917;5;78.154;390.768
410362;74777;24879;1;124.423;124.423
410363;74778;20041;10;64.927;649.266
410364;74778;16950;2;102.320;204.641
410365;74778;3032;7;25.314;177.195
410366;74778;16727;8;0.9996;79.972
410367;74778;15850;4;40.397;161.588
410368;74779;8474;2;121.287;242.575
410369;74779;2464;3;31.802;95.406
410370;74779;21509;6;65.358;392.146
410371;74779;20285;8;81.519;652.153
410372;74780;4200;10;13.668;136.685
410373;74781;12106;7;196.062;1.372.436
410374;74781;8936;6;131.853;791.120
410375;74782;19257;7;12.883;90.178
410376;74782;20380;1;108.649;108.649
410377;74782;23292;6;66.691;400.147
410378;74782;10237;2;128.257;256.514
410379;74782;7309;10;85.445;854.449
410380;74783;15044;9;203.746;1.833.711
410381;74783;4101;6;168.679;1.012.072
410382;74783;4018;10;12.515;125.152
410383;74783;1569;3;122.563;367.688
410384;74784;18201;8;86.628;693.020
410385;74784;7990;4;612.456;2.449.822
410386;74784;2706;4;82.965;331.861
410387;74784;6204;6;348.613;2.091.678
410388;74784;15380;4;111.495;445.981
410389;74785;17661;8;378.317;3.026.537
410390;74785;4336;7;56.732;397.126
410391;74785;391;5;27.104;135.519
410392;74785;14454;4;0.6806;27.222
410393;74786;9983;6;19.414;116.487
410394;74786;23583;4;90.487;361.948
410395;74786;11551;9;215.397;1.938.577
410396;74786;17965;9;342.140;3.079.260
410397;74786;18248;9;70.555;634.991
410398;74787;4706;3;84.858;254.573
410399;74787;9147;8;301.601;2.412.808
410400;74787;6918;2;335.872;671.743
410401;74787;14488;4;62.317;249.267
410402;74787;19658;10;22.497;224.966
410403;74788;16983;4;17.582;70.330
410404;74788;4909;9;130.533;1.174.793
410405;74789;7386;3;108.616;325.849
410406;74789;3605;6;83.910;503.462
410407;74789;16858;4;46.909;187.636
410408;74790;22485;8;33.956;271.647
410409;74790;21650;2;170.271;340.542
410410;74790;24190;2;98.273;196.546
410411;74790;19317;7;21.446;150.124
410412;74790;3013;5;101.821;509.104
410413;74790;23619;4;28.090;112.359
410414;74790;23677;7;199.598;1.397.184
410415;74791;20451;10;73.860;738.605
410416;74791;16785;4;107.142;428.567
410417;74791;19447;1;150.960;150.960
410418;74791;8728;2;602.550;1.205.100
410419;74791;11374;2;0.6586;13.172
410420;74791;6601;5;220.530;1.102.651
410421;74791;9118;1;37.798;37.798
410422;74791;20158;4;140.564;562.257
410423;74792;6802;4;1.427.415;5.709.660
410424;74792;1420;2;14.832;29.663
410425;74792;13263;3;23.166;69.498
410426;74792;18361;7;48.563;339.938
410427;74793;6952;7;275.288;1.927.015
410428;74793;17077;5;13.923;69.617
410429;74794;10852;5;50.510;252.552
410430;74794;20575;9;114.011;1.026.103
410431;74794;6506;1;125.173;125.173
410432;74794;2045;5;41.605;208.024
410433;74794;14981;6;32.421;194.524
410434;74794;15198;9;107.471;967.235
410435;74794;10222;1;25.231;25.231
410436;74795;15596;3;70.070;210.211
410437;74795;16375;1;16.154;16.154
410438;74795;12098;3;291.565;874.696
410439;74795;20092;3;0.7429;22.287
410440;74795;14786;6;0.9571;57.429
410441;74795;17697;1;13.573;13.573
410442;74795;24631;8;49.738;397.907
410443;74795;22970;10;78.813;788.135
410444;74796;11766;5;14.733;73.664
410445;74796;263;2;178.805;357.610
410446;74796;21777;2;559.606;1.119.212
410447;74797;13639;4;110.904;443.616
410448;74797;22167;5;372.322;1.861.609
410449;74798;14713;2;37.713;75.427
410450;74799;711;5;147.855;739.275
410451;74799;10341;10;16.792;167.917
410452;74799;6295;4;558.767;2.235.069
410453;74799;2036;9;27.554;247.985
410454;74799;2977;9;39.188;352.696
410455;74799;16528;4;50.037;200.147
410456;74799;14000;5;79.129;395.646
410457;74800;16090;10;120.188;1.201.881
410458;74800;12981;5;77.742;388.712
410459;74800;22174;7;22.669;158.682
410460;74800;9755;6;13.033;78.200
410461;74801;13089;3;84.914;254.741
410462;74801;12116;8;161.565;1.292.521
410463;74801;11374;6;0.6116;36.694
410464;74801;16717;9;64.335;579.017
410465;74801;16576;4;59.514;238.057
410466;74801;5316;3;152.798;458.395
410467;74801;3969;6;314.386;1.886.318
410468;74801;13717;1;16.072;16.072
410469;74802;12049;3;44.846;134.538
410470;74802;3136;5;143.912;719.561
410471;74802;1130;6;15.355;92.131
410472;74802;17591;5;11.796;58.982
410473;74802;19308;5;17.992;89.960
410474;74802;19373;1;92.217;92.217
410475;74803;1843;2;156.841;313.683
410476;74803;15897;7;12.249;85.743
410477;74803;8803;5;58.034;290.169
410478;74804;23609;2;162.855;325.710
410479;74804;33;7;181.217;1.268.522
410480;74804;8557;9;134.718;1.212.464
410481;74804;3772;6;49.694;298.165
410482;74804;12447;6;67.858;407.149
410483;74804;15679;4;135.222;540.888
410484;74805;3605;5;88.436;442.181
410485;74805;24111;2;161.743;323.487
410486;74805;1148;3;28.989;86.968
410487;74805;16893;3;49.450;148.349
410488;74805;10992;3;36.888;110.663
410489;74805;4938;9;111.118;1.000.058
410490;74805;17480;7;0.5469;38.285
410491;74805;19372;3;125.046;375.138
410492;74806;4944;7;55.037;385.258
