ID;USERID;DATE_;TOTALPRICE;STATUS_;ADDRESSID
66073;7363;14.02.2019 02:12;0.0000;0;17965
66074;7837;2.09.2019 07:52;0.0000;0;19155
66075;9343;10.05.2019 21:19;0.0000;0;22833
66076;1414;1.03.2019 23:19;0.0000;0;3425
66077;3825;8.01.2019 18:32;0.0000;0;14559
66078;6565;1.11.2019 23:55;0.0000;0;16045
66079;4542;15.06.2019 00:01;0.0000;0;5807
66080;5076;28.06.2019 06:09;0.0000;0;7146
66081;458;16.08.2019 13:46;0.0000;0;1070
66082;4058;27.01.2019 08:24;0.0000;0;15129
66083;8084;20.04.2019 19:19;0.0000;0;19750
66084;5716;6.04.2019 22:46;0.0000;0;8750
66085;8333;30.07.2019 22:12;0.0000;0;20365
66086;5246;16.02.2019 06:42;0.0000;0;7575
66087;5662;23.02.2020 09:58;0.0000;0;8628
66088;1368;14.10.2019 02:41;0.0000;0;3305
66089;3992;4.06.2019 19:46;0.0000;0;14972
66090;4452;16.02.2019 14:12;0.0000;0;5594
66091;3263;24.12.2019 04:10;0.0000;0;13199
66092;3389;12.04.2019 04:59;0.0000;0;13493
66093;441;1.01.2019 15:55;0.0000;0;1031
66094;7911;18.12.2019 08:33;0.0000;0;19335
66095;7522;13.03.2020 13:01;0.0000;0;18365
66096;4459;7.03.2020 03:10;0.0000;0;5610
66097;7579;12.04.2019 02:55;0.0000;0;18505
66098;7297;30.12.2019 15:14;0.0000;0;17793
66099;7745;4.05.2019 01:08;0.0000;0;18933
66100;3493;7.07.2019 22:50;0.0000;0;13739
66101;1168;15.02.2019 23:57;0.0000;0;2812
66102;1566;14.02.2020 20:16;0.0000;0;3795
66103;3165;4.12.2019 13:15;0.0000;0;12948
66104;4384;14.10.2019 19:42;0.0000;0;5431
66105;7814;14.02.2020 06:01;0.0000;0;19099
66106;3331;20.03.2019 22:53;0.0000;0;13357
66107;5239;12.03.2019 09:37;0.0000;0;7562
66108;4060;5.02.2020 14:24;0.0000;0;15132
66109;343;7.02.2019 22:45;0.0000;0;786
66110;7616;15.02.2019 02:53;0.0000;0;18610
66111;3112;10.11.2019 18:06;0.0000;0;12817
66112;4351;23.03.2019 21:41;0.0000;0;5355
66113;8860;18.10.2019 00:38;0.0000;0;21647
66114;5597;6.12.2019 23:21;0.0000;0;8485
66115;4227;28.09.2019 23:43;0.0000;0;15526
66116;3399;7.02.2019 07:44;0.0000;0;13516
66117;9029;2.02.2020 05:58;0.0000;0;22077
66118;9018;23.01.2019 01:13;0.0000;0;22048
66119;4506;22.09.2019 03:32;0.0000;0;5730
66120;8545;11.02.2020 05:58;0.0000;0;20875
66121;5265;19.05.2019 06:04;0.0000;0;7614
66122;4448;27.05.2019 20:31;0.0000;0;5583
66123;750;13.12.2019 23:25;0.0000;0;1795
66124;456;22.04.2019 03:01;0.0000;0;1064
66125;6114;21.10.2019 04:11;0.0000;0;9734
66126;4882;20.02.2019 07:28;0.0000;0;6638
66127;5723;28.10.2019 13:40;0.0000;0;8764
66128;1249;4.08.2019 05:01;0.0000;0;3006
66129;5408;12.03.2020 10:49;0.0000;0;7991
66130;5443;5.02.2019 11:42;0.0000;0;8082
66131;5942;23.01.2020 09:03;0.0000;0;9316
66132;2178;27.04.2019 20:21;0.0000;0;10546
66133;8009;11.02.2019 00:18;0.0000;0;19574
66134;6387;21.01.2020 02:21;0.0000;0;10387
66135;1194;14.05.2019 20:44;0.0000;0;2872
66136;7282;12.03.2020 14:11;0.0000;0;17751
66137;6400;29.01.2020 22:14;0.0000;0;24720
66138;3845;8.10.2019 08:33;0.0000;0;14604
66139;5331;12.10.2019 23:40;0.0000;0;7776
66140;4203;22.09.2019 16:05;0.0000;0;15471
66141;4831;7.03.2019 18:54;0.0000;0;6517
66142;5600;15.12.2019 02:37;0.0000;0;8492
66143;8933;14.05.2019 14:23;0.0000;0;21829
66144;5638;27.06.2019 17:23;0.0000;0;8578
66145;3509;23.04.2019 07:00;0.0000;0;13779
66146;9002;16.09.2019 10:06;0.0000;0;22003
66147;8461;15.01.2019 02:28;0.0000;0;20671
66148;4709;30.11.2019 10:30;0.0000;0;6210
66149;9096;20.06.2019 14:39;0.0000;0;22216
66150;4175;29.05.2019 09:00;0.0000;0;15403
66151;4688;19.03.2020 02:41;0.0000;0;6159
66152;6110;21.04.2019 02:59;0.0000;0;9725
66153;2710;22.07.2019 12:24;0.0000;0;11862
66154;3555;3.05.2019 16:07;0.0000;0;13898
66155;7202;22.08.2019 06:44;0.0000;0;17564
66156;167;13.10.2019 00:56;0.0000;0;386
66157;6248;8.09.2019 13:33;0.0000;0;10057
66158;6483;24.06.2019 18:28;0.0000;0;15853
66159;2188;27.02.2020 13:44;0.0000;0;10569
66160;3558;2.11.2019 16:02;0.0000;0;13906
66161;2797;7.02.2020 11:45;0.0000;0;12068
66162;455;9.10.2019 03:09;0.0000;0;1062
66163;6751;18.06.2019 11:23;0.0000;0;16464
66164;5848;16.11.2019 18:06;0.0000;0;9093
66165;670;20.02.2019 14:40;0.0000;0;1588
66166;3207;27.08.2019 22:11;0.0000;0;13051
66167;4318;18.01.2019 08:05;0.0000;0;5273
66168;5841;5.04.2019 03:06;0.0000;0;9071
66169;54;28.01.2019 17:29;0.0000;0;118
66170;2347;29.01.2020 07:35;0.0000;0;10960
66171;1089;24.06.2019 10:20;0.0000;0;2615
66172;2779;26.09.2019 19:24;0.0000;0;12025
66173;1364;18.12.2019 11:29;0.0000;0;3293
66174;5018;20.05.2019 10:54;0.0000;0;6986
66175;3221;3.03.2019 09:54;0.0000;0;13088
66176;7391;3.01.2019 16:11;0.0000;0;18046
66177;7781;27.04.2019 18:27;0.0000;0;19022
66178;3937;23.01.2019 02:29;0.0000;0;14832
66179;3925;16.01.2019 12:45;0.0000;0;14804
66180;4974;24.04.2019 05:22;0.0000;0;6880
66181;100;2.05.2019 13:12;0.0000;0;239
66182;3703;27.02.2019 04:40;0.0000;0;14255
66183;7568;30.01.2020 03:16;0.0000;0;18482
66184;115;31.03.2019 01:09;0.0000;0;269
66185;5959;23.11.2019 00:01;0.0000;0;9357
66186;3146;13.11.2019 23:26;0.0000;0;12898
66187;6142;28.04.2019 06:39;0.0000;0;9799
66188;7188;2.06.2019 15:18;0.0000;0;17536
66189;1289;30.09.2019 02:32;0.0000;0;3104
66190;3799;13.02.2019 11:33;0.0000;0;14496
66191;8688;28.09.2019 06:22;0.0000;0;21219
66192;3298;10.04.2019 00:26;0.0000;0;13286
66193;9436;28.12.2019 12:46;0.0000;0;23061
66194;5245;31.01.2020 09:37;0.0000;0;7573
66195;8658;11.05.2019 00:47;0.0000;0;21142
66196;3554;4.12.2019 19:47;0.0000;0;13897
66197;2132;28.03.2019 07:02;0.0000;0;5191
66198;7394;9.06.2019 05:15;0.0000;0;18050
66199;4679;27.06.2019 11:36;0.0000;0;6135
66200;4252;26.11.2019 07:10;0.0000;0;15579
66201;6222;19.09.2019 21:14;0.0000;0;10002
66202;6110;4.11.2019 00:31;0.0000;0;9725
66203;2670;21.03.2020 02:03;0.0000;0;11766
66204;824;2.08.2019 05:36;0.0000;0;1958
66205;5493;18.10.2019 22:33;0.0000;0;8208
66206;4686;3.06.2019 20:49;0.0000;0;6154
66207;2631;6.10.2019 21:37;0.0000;0;11677
66208;4346;22.11.2019 20:14;0.0000;0;5339
66209;1930;30.08.2019 17:16;0.0000;0;4675
66210;3698;6.07.2019 08:33;0.0000;0;14243
66211;3006;12.10.2019 19:32;0.0000;0;12562
66212;168;28.02.2020 07:21;0.0000;0;387
66213;1949;24.08.2019 09:01;0.0000;0;4722
66214;797;10.09.2019 05:04;0.0000;0;1889
66215;7386;11.11.2019 00:20;0.0000;0;18033
66216;3976;18.02.2019 13:27;0.0000;0;14932
66217;5717;25.03.2019 01:38;0.0000;0;8751
66218;535;27.03.2019 03:27;0.0000;0;1264
66219;9196;10.10.2019 03:09;0.0000;0;22473
66220;3787;9.11.2019 03:33;0.0000;0;14468
66221;1184;12.05.2019 10:11;0.0000;0;24612
66222;7744;6.05.2019 11:21;0.0000;0;18931
66223;2279;12.05.2019 19:39;0.0000;0;10793
66224;7678;28.01.2019 16:37;0.0000;0;18769
66225;855;18.04.2019 11:04;0.0000;0;2036
66226;7645;15.02.2020 05:32;0.0000;0;18678
66227;4154;7.03.2019 02:54;0.0000;0;15359
66228;7821;27.02.2019 03:10;0.0000;0;19116
66229;1247;19.02.2020 11:32;0.0000;0;2998
66230;6994;5.05.2019 17:18;0.0000;0;17061
66231;1274;23.01.2019 10:00;0.0000;0;3067
66232;7478;10.02.2019 00:33;0.0000;0;18254
66233;3018;24.01.2020 15:28;0.0000;0;12593
66234;2486;19.08.2019 08:14;0.0000;0;11309
66235;3738;15.05.2019 16:15;0.0000;0;14352
66236;3031;7.05.2019 18:06;0.0000;0;12627
66237;1722;28.12.2019 03:13;0.0000;0;4155
66238;5683;22.05.2019 02:48;0.0000;0;8675
66239;5031;11.08.2019 15:07;0.0000;0;7018
66240;3579;12.01.2019 15:03;0.0000;0;13954
66241;5990;11.04.2019 04:57;0.0000;0;9434
66242;3211;23.12.2019 02:04;0.0000;0;13063
66243;3568;12.04.2019 08:34;0.0000;0;13930
66244;1791;12.01.2019 22:17;0.0000;0;4336
66245;1938;8.06.2019 08:49;0.0000;0;4697
66246;2606;2.09.2019 18:28;0.0000;0;11611
66247;8092;5.05.2019 23:06;0.0000;0;19770
66248;8031;12.12.2019 07:56;0.0000;0;19621
66249;1988;15.08.2019 15:23;0.0000;0;4834
66250;9356;14.06.2019 17:27;0.0000;0;22867
66251;6736;9.04.2019 08:14;0.0000;0;16436
66252;9061;9.02.2019 02:29;0.0000;0;22141
66253;6777;24.10.2019 05:31;0.0000;0;16535
66254;1698;27.03.2019 05:23;0.0000;0;4106
66255;8429;8.08.2019 11:05;0.0000;0;20597
66256;3681;11.04.2019 21:32;0.0000;0;14199
66257;9238;1.12.2019 09:12;0.0000;0;22578
66258;6586;8.02.2020 20:13;0.0000;0;16095
66259;991;9.01.2019 10:49;0.0000;0;2379
66260;8052;3.06.2019 18:40;0.0000;0;19675
66261;7207;2.11.2019 01:48;0.0000;0;17574
66262;1590;12.10.2019 01:50;0.0000;0;3864
66263;6156;29.11.2019 08:03;0.0000;0;9843
66264;1455;15.01.2019 14:39;0.0000;0;3517
66265;1705;13.05.2019 02:10;0.0000;0;4120
66266;2977;25.04.2019 23:38;0.0000;0;12487
66267;5201;27.08.2019 13:01;0.0000;0;7470
66268;1748;18.01.2019 06:55;0.0000;0;24504
66269;7725;31.10.2019 09:51;0.0000;0;18893
66270;5077;5.12.2019 16:24;0.0000;0;7147
66271;4568;8.02.2020 12:20;0.0000;0;5867
66272;1441;8.03.2020 00:24;0.0000;0;24542
66273;1234;17.01.2020 19:17;0.0000;0;2964
66274;6212;9.07.2019 14:50;0.0000;0;9979
66275;3441;22.11.2019 01:13;0.0000;0;13614
66276;5695;14.06.2019 13:39;0.0000;0;8704
66277;5171;11.03.2020 00:45;0.0000;0;7397
66278;8663;25.02.2019 19:26;0.0000;0;21147
66279;935;4.02.2020 07:19;0.0000;0;2239
66280;4097;18.03.2019 22:30;0.0000;0;15213
66281;9203;25.06.2019 20:07;0.0000;0;22495
66282;1082;3.01.2020 22:36;0.0000;0;2599
66283;7266;25.12.2019 16:11;0.0000;0;17707
66284;6517;9.02.2020 22:09;0.0000;0;15936
66285;1724;13.10.2019 18:14;0.0000;0;4159
66286;3844;6.04.2019 09:21;0.0000;0;14601
66287;5409;2.01.2020 00:47;0.0000;0;7994
66288;1339;31.12.2019 16:10;0.0000;0;3229
66289;8249;27.11.2019 04:04;0.0000;0;20158
66290;7658;1.01.2020 19:23;0.0000;0;18714
66291;4366;12.02.2020 05:02;0.0000;0;5390
66292;1873;15.04.2019 11:29;0.0000;0;4534
66293;703;25.06.2019 03:56;0.0000;0;1674
66294;4252;14.05.2019 04:12;0.0000;0;15582
66295;5651;13.05.2019 19:35;0.0000;0;24629
66296;8748;10.01.2019 07:37;0.0000;0;21377
66297;6753;2.06.2019 10:44;0.0000;0;16471
66298;6103;27.05.2019 02:28;0.0000;0;9713
66299;413;9.11.2019 12:10;0.0000;0;957
66300;79;23.08.2019 15:12;0.0000;0;182
66301;6581;12.02.2019 03:10;0.0000;0;16085
66302;9420;15.02.2019 10:19;0.0000;0;23025
66303;1416;16.01.2020 12:13;0.0000;0;3433
66304;1779;7.12.2019 06:43;0.0000;0;4309
66305;4441;1.03.2019 17:50;0.0000;0;5565
66306;1217;22.09.2019 18:53;0.0000;0;2930
66307;4471;5.11.2019 10:53;0.0000;0;5641
66308;4722;17.06.2019 08:40;0.0000;0;6242
66309;7412;24.03.2019 12:25;0.0000;0;18092
66310;9128;21.04.2019 04:25;0.0000;0;22294
66311;7955;20.10.2019 11:45;0.0000;0;19456
66312;63;26.01.2019 21:28;0.0000;0;145
66313;6686;10.04.2019 23:11;0.0000;0;16324
66314;3416;16.11.2019 10:43;0.0000;0;13561
66315;5850;21.01.2019 19:07;0.0000;0;9099
66316;9234;14.11.2019 22:08;0.0000;0;22570
66317;4019;31.01.2020 09:12;0.0000;0;15037
66318;3392;21.01.2020 03:05;0.0000;0;13501
66319;6214;1.09.2019 20:08;0.0000;0;9984
66320;3019;22.11.2019 10:45;0.0000;0;12594
66321;6172;24.02.2020 00:41;0.0000;0;9878
66322;114;10.06.2019 20:43;0.0000;0;267
66323;8370;13.10.2019 01:44;0.0000;0;20454
66324;350;14.07.2019 12:57;0.0000;0;805
66325;4515;11.03.2019 21:14;0.0000;0;5748
66326;3271;19.12.2019 03:11;0.0000;0;13218
66327;7297;2.06.2019 07:59;0.0000;0;17793
66328;2573;11.03.2020 23:05;0.0000;0;11528
66329;7968;10.01.2020 07:15;0.0000;0;19483
66330;1224;25.01.2019 15:49;0.0000;0;2947
66331;1505;19.05.2019 11:00;0.0000;0;3638
66332;3800;3.01.2019 17:39;0.0000;0;14498
66333;2216;12.10.2019 06:02;0.0000;0;10644
66334;9140;8.02.2019 16:52;0.0000;0;22324
66335;2050;19.02.2020 10:47;0.0000;0;4993
66336;51;23.11.2019 19:24;0.0000;0;112
66337;1536;29.09.2019 05:00;0.0000;0;3715
66338;564;20.04.2019 03:06;0.0000;0;1346
66339;7060;8.03.2019 06:20;0.0000;0;17225
66340;6571;27.06.2019 19:26;0.0000;0;16060
66341;9036;16.06.2019 22:14;0.0000;0;22091
66342;7918;7.09.2019 20:07;0.0000;0;19354
66343;3809;8.11.2019 07:47;0.0000;0;14518
66344;5363;7.01.2020 20:25;0.0000;0;7877
66345;8896;2.04.2019 19:35;0.0000;0;21725
66346;1041;25.06.2019 13:58;0.0000;0;2506
66347;4712;15.09.2019 19:58;0.0000;0;6218
66348;6534;27.06.2019 16:41;0.0000;0;15973
66349;4478;10.06.2019 22:51;0.0000;0;5664
66350;2328;2.02.2019 18:52;0.0000;0;10916
66351;3953;29.02.2020 16:12;0.0000;0;14871
66352;3197;5.12.2019 12:41;0.0000;0;13025
66353;2451;7.11.2019 15:09;0.0000;0;11225
66354;2885;23.08.2019 02:25;0.0000;0;12253
66355;8761;10.07.2019 00:17;0.0000;0;21412
66356;9198;28.10.2019 08:38;0.0000;0;22480
66357;4707;15.01.2020 03:20;0.0000;0;6202
66358;8690;31.10.2019 00:18;0.0000;0;21225
66359;7014;24.10.2019 18:22;0.0000;0;17112
66360;4027;27.05.2019 18:10;0.0000;0;15055
66361;322;29.02.2020 15:42;0.0000;0;737
66362;888;2.02.2019 21:03;0.0000;0;2128
66363;1087;4.10.2019 09:39;0.0000;0;2611
66364;5200;13.12.2019 14:52;0.0000;0;7465
66365;5022;24.11.2019 14:05;0.0000;0;6999
66366;5386;12.09.2019 09:10;0.0000;0;7935
66367;8435;1.05.2019 18:09;0.0000;0;20611
66368;9362;8.12.2019 21:47;0.0000;0;22884
66369;8048;23.02.2019 10:24;0.0000;0;19664
66370;5224;28.10.2019 05:55;0.0000;0;7525
66371;6966;13.07.2019 20:34;0.0000;0;16990
66372;1735;21.08.2019 03:22;0.0000;0;4187
66373;5231;26.09.2019 02:26;0.0000;0;7546
66374;1007;1.03.2020 11:00;0.0000;0;2421
66375;3110;8.12.2019 07:18;0.0000;0;12813
66376;2408;12.06.2019 23:29;0.0000;0;11108
66377;3688;15.06.2019 04:51;0.0000;0;14214
66378;5216;8.08.2019 13:38;0.0000;0;7505
66379;7958;14.08.2019 01:37;0.0000;0;19464
66380;7127;2.09.2019 05:05;0.0000;0;17382
66381;3387;9.06.2019 08:42;0.0000;0;13487
66382;8996;8.04.2019 11:24;0.0000;0;21991
66383;61;1.03.2019 14:05;0.0000;0;139
66384;390;22.05.2019 15:06;0.0000;0;24499
66385;2325;7.01.2019 16:25;0.0000;0;10913
66386;4271;26.05.2019 10:59;0.0000;0;15630
66387;2100;22.08.2019 16:21;0.0000;0;5112
66388;7091;9.02.2020 05:29;0.0000;0;17305
66389;3464;31.01.2019 13:24;0.0000;0;13665
66390;6824;12.03.2020 14:20;0.0000;0;16660
66391;1972;27.02.2019 10:34;0.0000;0;4792
66392;9351;20.05.2019 08:05;0.0000;0;22855
66393;1508;14.10.2019 20:58;0.0000;0;3643
66394;8735;8.03.2020 02:46;0.0000;0;21342
66395;8689;14.12.2019 08:50;0.0000;0;21220
66396;6209;27.05.2019 15:35;0.0000;0;9968
66397;9209;23.02.2020 22:03;0.0000;0;22513
66398;7731;11.03.2020 16:11;0.0000;0;18908
66399;6970;7.09.2019 03:43;0.0000;0;17000
66400;6714;13.07.2019 06:16;0.0000;0;16384
66401;7679;23.07.2019 20:24;0.0000;0;18772
66402;3526;3.09.2019 14:32;0.0000;0;13824
66403;309;17.01.2020 05:21;0.0000;0;710
66404;3113;26.09.2019 14:01;0.0000;0;12818
66405;8274;25.02.2019 00:55;0.0000;0;20219
66406;3631;29.08.2019 23:40;0.0000;0;14075
66407;9279;7.05.2019 05:56;0.0000;0;22677
66408;4657;17.12.2019 07:06;0.0000;0;6078
66409;5899;16.08.2019 12:21;0.0000;0;9213
66410;160;26.11.2019 09:25;0.0000;0;366
66411;1628;3.01.2020 20:22;0.0000;0;3949
66412;5084;19.04.2019 03:12;0.0000;0;7173
66413;9377;19.08.2019 01:23;0.0000;0;22922
66414;4395;3.01.2020 20:18;0.0000;0;5456
66415;3239;12.01.2019 14:34;0.0000;0;13141
66416;1556;6.02.2019 20:25;0.0000;0;3767
66417;8841;8.11.2019 23:13;0.0000;0;21600
66418;3585;24.06.2019 02:27;0.0000;0;13969
66419;8549;19.02.2019 09:28;0.0000;0;20889
66420;7121;24.04.2019 16:28;0.0000;0;17366
66421;767;2.02.2019 01:59;0.0000;0;1835
66422;1549;10.01.2020 08:44;0.0000;0;3751
66423;8616;5.03.2020 20:39;0.0000;0;21054
66424;8424;26.01.2019 04:31;0.0000;0;20584
66425;4693;24.08.2019 13:04;0.0000;0;6167
66426;4119;21.09.2019 11:43;0.0000;0;24517
66427;3648;18.06.2019 22:33;0.0000;0;14122
66428;7426;10.08.2019 17:19;0.0000;0;18128
66429;6850;17.02.2020 07:21;0.0000;0;16717
66430;6880;18.01.2019 11:35;0.0000;0;16785
66431;8210;8.10.2019 21:54;0.0000;0;20072
66432;4575;24.03.2020 18:02;0.0000;0;5881
66433;7274;2.04.2019 14:59;0.0000;0;17729
66434;1503;13.03.2019 01:19;0.0000;0;3635
66435;284;29.07.2019 08:06;0.0000;0;653
66436;5919;14.02.2020 16:34;0.0000;0;9262
66437;7946;7.03.2019 04:40;0.0000;0;19432
66438;6969;26.02.2019 08:43;0.0000;0;16996
66439;8962;7.11.2019 09:14;0.0000;0;21906
66440;620;25.01.2020 05:23;0.0000;0;1476
66441;3024;30.10.2019 10:42;0.0000;0;12608
66442;2620;7.03.2019 03:55;0.0000;0;11652
66443;7803;20.03.2019 12:12;0.0000;0;19074
66444;6093;19.12.2019 16:47;0.0000;0;9692
66445;8758;7.01.2019 06:35;0.0000;0;21408
66446;1713;5.02.2020 23:08;0.0000;0;4135
66447;6550;29.05.2019 21:22;0.0000;0;16014
66448;5315;25.10.2019 10:59;0.0000;0;7734
66449;84;29.01.2019 15:09;0.0000;0;193
66450;7173;16.01.2019 06:36;0.0000;0;17498
66451;1987;29.02.2020 20:42;0.0000;0;4830
66452;5380;18.07.2019 04:50;0.0000;0;7920
66453;1812;3.12.2019 13:06;0.0000;0;4382
66454;4703;8.01.2020 22:06;0.0000;0;6194
66455;4776;3.02.2019 16:51;0.0000;0;6379
66456;7725;27.01.2020 05:48;0.0000;0;18893
66457;3286;1.03.2020 10:15;0.0000;0;13255
66458;2169;25.10.2019 12:27;0.0000;0;10522
66459;2379;22.05.2019 23:09;0.0000;0;11039
66460;847;3.02.2019 10:11;0.0000;0;2014
66461;4563;9.02.2020 14:03;0.0000;0;5861
66462;1120;15.01.2020 14:28;0.0000;0;2695
66463;8308;11.10.2019 16:40;0.0000;0;20308
66464;6146;12.04.2019 02:08;0.0000;0;9812
66465;3841;4.03.2019 07:13;0.0000;0;14592
66466;9191;19.07.2019 13:11;0.0000;0;22459
66467;2978;18.12.2019 00:30;0.0000;0;12490
66468;565;7.04.2019 05:44;0.0000;0;1347
66469;3487;1.06.2019 08:12;0.0000;0;13724
66470;8129;22.11.2019 13:04;0.0000;0;19868
66471;8717;21.01.2019 16:46;0.0000;0;21290
66472;3677;18.12.2019 00:02;0.0000;0;14191
66473;6459;25.09.2019 04:09;0.0000;0;15798
66474;324;27.02.2020 18:41;0.0000;0;743
66475;8264;23.01.2019 09:36;0.0000;0;20195
66476;1862;25.10.2019 05:16;0.0000;0;4508
66477;4280;6.02.2019 16:32;0.0000;0;15653
66478;1244;5.10.2019 09:14;0.0000;0;2989
66479;8265;2.06.2019 21:02;0.0000;0;24595
66480;3290;4.11.2019 09:33;0.0000;0;13265
66481;993;15.12.2019 07:04;0.0000;0;2385
66482;5066;26.06.2019 03:22;0.0000;0;7116
66483;3039;7.03.2019 15:32;0.0000;0;12648
66484;684;24.11.2019 18:59;0.0000;0;1624
66485;7021;23.09.2019 05:59;0.0000;0;17130
66486;6969;17.01.2019 19:02;0.0000;0;16999
66487;4998;3.03.2020 12:58;0.0000;0;6943
66488;9120;6.04.2019 20:28;0.0000;0;22275
66489;5918;11.03.2019 20:17;0.0000;0;9259
66490;9113;2.01.2019 18:30;0.0000;0;22264
66491;8979;2.03.2020 02:04;0.0000;0;21945
66492;5267;30.07.2019 21:57;0.0000;0;7616
66493;924;31.03.2019 00:34;0.0000;0;2207
66494;5875;19.02.2019 13:39;0.0000;0;9158
66495;3486;13.12.2019 05:51;0.0000;0;13719
66496;1084;17.10.2019 11:17;0.0000;0;2604
66497;6975;29.11.2019 06:26;0.0000;0;17018
66498;1970;31.01.2020 11:24;0.0000;0;4785
66499;4350;22.08.2019 12:41;0.0000;0;5352
66500;6816;18.06.2019 01:30;0.0000;0;16644
66501;556;6.04.2019 09:50;0.0000;0;1322
66502;9442;25.11.2019 05:58;0.0000;0;23076
66503;6824;21.05.2019 22:55;0.0000;0;16661
66504;6915;9.10.2019 10:36;0.0000;0;16873
66505;1660;10.12.2019 18:32;0.0000;0;4023
66506;4067;4.07.2019 12:57;0.0000;0;15143
66507;8224;10.02.2019 06:52;0.0000;0;20103
66508;6351;5.08.2019 03:53;0.0000;0;24869
66509;1745;23.06.2019 12:54;0.0000;0;4215
66510;4553;6.03.2020 06:10;0.0000;0;5839
66511;4444;13.01.2020 14:35;0.0000;0;5576
66512;4110;17.07.2019 16:23;0.0000;0;15246
66513;4041;8.04.2019 05:09;0.0000;0;15078
66514;8361;19.06.2019 07:03;0.0000;0;20432
66515;2481;21.02.2019 07:20;0.0000;0;11294
66516;6690;25.02.2019 11:52;0.0000;0;16333
66517;5366;22.04.2019 16:03;0.0000;0;7882
66518;2412;12.09.2019 15:53;0.0000;0;11119
66519;9401;20.04.2019 17:01;0.0000;0;22977
66520;4321;9.08.2019 02:42;0.0000;0;5278
66521;8981;10.09.2019 23:12;0.0000;0;21951
66522;6634;1.05.2019 03:14;0.0000;0;16208
66523;5850;22.09.2019 14:00;0.0000;0;9097
66524;807;26.02.2020 18:41;0.0000;0;1920
66525;6219;1.12.2019 07:31;0.0000;0;9996
66526;4417;26.07.2019 11:43;0.0000;0;5511
66527;8761;19.08.2019 20:48;0.0000;0;21413
66528;2323;1.01.2019 02:56;0.0000;0;10906
66529;5149;29.06.2019 08:03;0.0000;0;7344
66530;703;13.08.2019 15:56;0.0000;0;1675
66531;3790;28.05.2019 04:33;0.0000;0;14476
66532;8575;5.03.2020 22:22;0.0000;0;20961
66533;1042;24.01.2019 15:05;0.0000;0;2508
66534;1087;3.11.2019 18:17;0.0000;0;2611
66535;9468;3.05.2019 05:03;0.0000;0;23152
66536;6037;14.12.2019 15:35;0.0000;0;9557
66537;2367;3.03.2020 09:46;0.0000;0;11013
66538;9480;27.03.2019 15:50;0.0000;0;23186
66539;4336;25.10.2019 19:54;0.0000;0;5315
66540;2957;27.02.2020 19:04;0.0000;0;12434
66541;7747;12.05.2019 09:31;0.0000;0;18940
66542;1759;27.03.2019 19:38;0.0000;0;4252
66543;4998;27.04.2019 19:38;0.0000;0;6943
66544;3024;26.02.2020 20:54;0.0000;0;12608
66545;8791;5.03.2019 09:26;0.0000;0;21487
66546;9245;12.01.2020 16:14;0.0000;0;24584
66547;4578;18.05.2019 02:49;0.0000;0;5889
66548;1726;19.10.2019 09:49;0.0000;0;4164
66549;3544;7.02.2019 15:40;0.0000;0;24649
66550;5165;16.05.2019 22:49;0.0000;0;7381
66551;8052;26.12.2019 11:07;0.0000;0;19675
66552;5881;16.07.2019 23:26;0.0000;0;9169
66553;9318;5.02.2019 06:26;0.0000;0;22776
66554;2398;25.07.2019 00:59;0.0000;0;11081
66555;3199;7.02.2020 10:07;0.0000;0;13031
66556;7091;14.03.2020 08:11;0.0000;0;17302
66557;3200;27.01.2020 22:35;0.0000;0;13033
66558;9463;5.01.2019 00:36;0.0000;0;23133
66559;207;3.03.2019 03:08;0.0000;0;472
66560;1830;2.03.2019 21:40;0.0000;0;4429
66561;566;25.03.2019 11:17;0.0000;0;1349
66562;9367;19.06.2019 18:53;0.0000;0;22897
66563;4699;18.09.2019 12:44;0.0000;0;6182
66564;7419;10.09.2019 01:49;0.0000;0;18109
66565;3659;6.07.2019 16:54;0.0000;0;14147
66566;1305;15.11.2019 11:46;0.0000;0;3139
66567;1151;12.03.2019 18:17;0.0000;0;2766
66568;4042;5.06.2019 12:22;0.0000;0;15081
66569;6078;22.06.2019 09:00;0.0000;0;9652
66570;4222;20.01.2019 04:05;0.0000;0;15513
66571;8079;6.11.2019 22:35;0.0000;0;19743
66572;2581;12.01.2019 17:41;0.0000;0;11542
66573;1962;4.01.2020 23:11;0.0000;0;4762
66574;2338;26.04.2019 21:26;0.0000;0;10936
66575;2303;15.01.2019 05:49;0.0000;0;10850
66576;7245;28.11.2019 16:27;0.0000;0;17658
66577;3001;18.12.2019 22:01;0.0000;0;12546
66578;7625;25.10.2019 17:43;0.0000;0;18625
66579;9385;8.08.2019 09:29;0.0000;0;22938
66580;7285;25.03.2020 21:00;0.0000;0;17759
66581;6526;9.06.2019 23:41;0.0000;0;15957
66582;5610;28.03.2019 22:42;0.0000;0;8513
66583;4159;5.04.2019 08:21;0.0000;0;15374
66584;1557;5.10.2019 23:26;0.0000;0;3768
66585;5777;2.02.2020 10:23;0.0000;0;8896
66586;8302;28.03.2019 03:47;0.0000;0;20288
66587;7396;31.01.2020 15:18;0.0000;0;18057
66588;7791;29.07.2019 08:57;0.0000;0;19044
66589;671;5.03.2019 16:13;0.0000;0;1592
66590;6112;20.02.2019 05:58;0.0000;0;9730
66591;819;6.05.2019 15:10;0.0000;0;1948
